name,customizable_games,children's_games,thematic_games,strategy_games,abstract_games,family_games,wargames,party_games
Schatz der Drachen,0,1,0,0,0,0,0,0
Zatre,0,0,0,0,1,0,0,0
Greedy Kingdoms,0,0,0,0,0,0,0,0
Rossio,0,0,0,0,0,0,0,0
History Maker Golf,0,0,0,0,0,0,0,0
Waste Knights,0,0,1,1,0,0,0,0
Day of Days: The Invasion of Normandy 1944,0,0,0,0,0,0,1,0
Zoff in Buffalo,0,0,0,0,0,0,0,0
Stone Garden,0,0,1,0,0,1,0,0
Shardhunters,0,0,0,0,0,0,0,0
Seven Bridges,0,0,0,0,0,0,0,0
Loup Garou,0,0,0,0,0,0,0,0
Blood Red Skies: Battle of Britain,0,0,0,0,0,0,1,0
Food Fight,0,0,0,1,0,1,0,0
RUM,0,0,0,0,0,0,0,0
Planetoid,0,0,0,0,0,0,0,0
Claim It!,0,0,0,0,1,1,0,0
Mustangs,0,0,0,0,0,0,1,0
Alice's Garden,0,0,0,0,0,0,0,0
One Night Werewolf,0,0,0,0,0,0,0,1
Soccer City,0,0,1,1,0,0,0,0
Yardmaster Express,0,0,0,0,0,1,0,0
Ars Victor,0,0,0,0,0,0,1,0
Munchkin Impossible,0,0,0,0,0,0,0,0
"Picket Duty: Kamikaze Attacks against U.S. Destroyers - Okinawa, 1945",0,0,0,0,0,0,1,0
Super Mario: Level Up! Board Game,0,0,0,0,0,0,0,0
Time Arena,0,0,0,0,0,0,0,0
1918: Storm in the West,0,0,0,0,0,0,1,0
Emira,0,0,0,1,0,0,0,0
Level 7 \91\Invasion\93\,0,0,1,1,0,0,0,0
Liberation,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0
Israeli Air Force Leader,0,0,0,0,0,0,1,0
Ooga Booga,0,0,0,0,0,0,0,1
Tajuto,0,0,0,1,0,1,0,0
Push Fight,0,0,0,0,1,0,0,0
Lost Temple,0,0,0,0,0,1,0,0
"Operation Typhoon: The German Assault on Moscow, 1941",0,0,0,0,0,0,1,0
Wizards of the Wild: Deluxe Edition,0,0,0,0,0,0,0,0
Deadly Doodles,0,0,0,0,0,0,0,0
Bitter Woods: Designer Edition,0,0,0,0,0,0,1,0
Once Upon a Castle,0,1,0,0,0,1,0,0
Spookies,0,0,0,0,0,1,0,0
Batman Miniature Game,0,0,0,0,0,0,0,0
Damage Report,0,0,0,0,0,0,0,0
The Daedalus Sentence,0,0,0,0,0,0,0,0
Dungeon Twister Collectors Box,0,0,0,0,0,0,0,0
Diceland: Deep White Sea,0,0,1,0,0,0,0,0
Dino Race,0,1,0,0,0,1,0,0
Stalingrad Pocket,0,0,0,0,0,0,1,0
Manoeuvre: Distant Lands,0,0,0,0,0,0,1,0
City of Chaos,0,0,1,0,0,0,0,0
Attack Vector: Tactical,0,0,0,0,0,0,1,0
The Scarlet Pimpernel,0,0,0,0,0,0,0,0
Sparkle*Kitty,0,0,0,0,0,0,0,0
Jockey,0,0,0,1,0,1,0,0
Era of Inventions,0,0,0,1,0,0,0,0
Pocket Landship: Free Trial Version,0,0,0,0,0,0,0,0
The Phantom League,0,0,1,0,0,0,0,0
Stuff and Nonsense,0,0,1,0,0,0,0,0
Nut,0,0,0,0,0,0,0,0
Victory in Normandy,0,0,0,0,0,0,1,0
Zapp Zerapp,0,1,0,0,0,0,0,0
Pocket Battles: Confederacy vs Union,0,0,0,0,0,0,1,0
Napoleon at Leipzig (Fifth Edition),0,0,0,0,0,0,1,0
Dixie: Bull Run,1,0,0,0,0,0,1,0
Maharaja,0,0,0,1,0,0,1,0
100 Swords: The Red Dragon's Dungeon,0,0,0,0,0,0,0,0
Koi Pond: A Coy Card Game,0,0,0,0,0,0,0,0
Hotel Life,0,0,0,0,0,0,0,0
Doodle Rush,0,0,0,0,0,0,0,0
Levée en Masse: The Wars of the French Revolution,0,0,0,0,0,0,1,0
Freak Shop,0,0,0,0,0,0,0,0
Saga of the Northmen,0,0,0,1,0,0,0,0
Sakura,0,0,0,0,0,0,0,0
Monastery,0,0,0,1,0,0,0,0
Legend of the Burning Sands,1,0,0,0,0,0,0,0
Dominant Species: Marine,0,0,0,0,0,0,0,0
Yokai Septet,0,0,0,0,0,0,0,0
Filipino Fruit Market,0,0,0,1,0,1,0,0
Harpoon 4: Modern Tactical Naval Warfare,0,0,0,0,0,0,1,0
"To the Green Fields Beyond: The Battle of Cambrai, 1917",0,0,0,0,0,0,1,0
Festo!,0,0,0,0,0,0,0,0
Blockade Runner,0,0,1,1,0,0,0,0
Fifth Corps: The Soviet Breakthrough at Fulda,0,0,0,0,0,0,1,0
Talisman: Legendary Tales,0,0,0,0,0,0,0,0
NFL Strategy,0,0,0,0,0,0,0,0
Burn Rate,0,0,0,1,0,0,0,1
Just Desserts,0,0,0,0,0,1,0,0
Giga-Robo!,0,0,0,0,0,0,0,0
Penny Lane,0,0,0,0,0,0,0,0
Walking in Provence,0,0,0,0,0,0,0,0
Zpocalypse,0,0,1,1,0,0,0,0
Clue: 50th Anniversary Edition,0,0,0,0,0,1,0,0
La Bataille de la Moscowa,0,0,0,0,0,0,1,0
Bismarck,0,0,0,0,0,0,1,0
Baobab,0,0,0,0,0,0,0,0
Four Lost Battles,0,0,0,0,0,0,1,0
GD '40,0,0,0,0,0,0,1,0
Who Should We Eat?,0,0,0,0,0,0,0,0
Tier auf Tier: Jetzt geht's rund!,0,1,0,0,0,0,0,0
Corps Command: Dawn's Early Light,0,0,0,0,0,0,1,0
Mermaid Rain,0,0,0,1,0,1,0,0
Fleet Commander: Nimitz - The WWII Pacific Ocean Solitaire Strategy Game,0,0,0,0,0,0,1,0
Waterloo 200,0,0,0,0,0,0,1,0
Castle Crush!,0,0,0,0,0,0,0,0
Empire Express,0,0,0,0,0,0,0,0
Hide the Kids!,0,1,0,0,0,0,0,0
Inn-Fighting,0,0,1,0,0,0,0,0
Clue DVD Game,0,0,0,0,0,0,0,0
1914: Offensive à outrance,0,0,0,0,0,0,1,0
Steam Torpedo: First Contact,0,0,0,1,0,0,0,0
By Order of the Queen,0,0,0,0,0,0,0,0
Dragon Rage,0,0,0,1,0,0,1,0
Pixel Glory,0,0,0,0,0,0,0,0
Yahtzee Deluxe Poker,0,0,0,0,0,0,0,1
Barragoon,0,0,0,0,0,0,0,0
Gooseberry,0,0,0,0,0,0,0,0
Time's Up! Kids,0,0,0,0,0,0,0,0
The Color Monster,0,0,0,0,0,0,0,0
"Case Yellow, 1940: The German Blitzkrieg in the West",0,0,0,0,0,0,1,0
Antinomy,0,0,0,0,0,0,0,0
"Onward, Christian Soldiers: The Crusades",0,0,0,0,0,0,1,0
Splash!,0,0,0,0,0,0,0,0
Bacchus' Banquet,0,0,0,0,0,1,0,0
ARTBOX,0,0,0,0,0,0,0,0
Chachapoya,0,0,0,0,0,0,0,0
Donner Dinner Party,0,0,0,0,0,0,0,0
Escape Room in a Box: Flashback,0,0,0,0,0,0,0,0
Harpoon (1st & 3rd edition),0,0,0,0,0,0,1,0
Simply Catan,0,0,0,0,0,0,0,0
A Fearful Slaughter: The Battle of Shiloh,0,0,0,0,0,0,1,0
Belote,0,0,0,0,1,0,0,0
Phalanxx,0,0,0,0,0,0,0,0
DC Comics Deck-Building Game: Rivals - Green Lantern vs Sinestro,0,0,0,0,0,0,0,0
Crossing the Line: Aachen 1944,0,0,0,0,0,0,1,0
Cornerstone Essential,0,0,0,0,0,0,0,0
Gloobz,0,0,0,0,0,0,0,0
Jungle Ascent,0,0,0,0,0,1,0,0
IceTowers,0,0,0,0,1,0,0,0
Wooolf!!,0,0,0,0,0,1,0,1
Drako: Knights & Trolls,0,0,0,0,0,0,0,0
Burrows,0,0,0,0,0,1,0,0
Afternova,0,0,0,0,0,0,0,0
Tales & Games: The Pied Piper,0,0,0,0,0,0,0,0
The Hobbit: An Unexpected Journey,0,0,0,0,0,1,0,0
Planes,0,0,0,0,0,1,0,0
Shikoku,0,0,0,0,0,0,0,0
Victus: Barcelona 1714,0,0,0,0,0,0,0,0
Victory & Honor,0,0,0,1,0,0,0,0
Math Fluxx,0,0,0,0,0,0,0,0
Flashpoint: Golan - The Fifth Arab-Israeli War,0,0,0,0,0,0,1,0
Walk the Dogs,0,0,0,0,0,1,0,0
Ka-Boom,0,0,0,0,0,0,0,0
Ferox,0,0,0,0,0,0,0,0
Shadow War: Armageddon,0,0,0,0,0,0,0,0
Druids,0,0,0,0,0,0,0,0
Kings Cribbage,0,0,0,0,1,0,0,0
Continental Divide,0,0,0,0,0,0,0,0
Attack!,0,0,0,0,0,0,1,0
Mertwig's Maze,0,0,0,0,0,0,0,0
1854,0,0,0,1,0,0,0,0
Consentacle,0,0,0,0,0,0,0,0
Doctor Who: Solitaire Story Game (Second Edition),0,0,1,0,0,0,0,0
Infernal Contraption,0,0,0,0,0,1,0,0
Spies!,0,0,0,1,0,0,1,0
Wherewolf,0,0,0,0,0,0,0,1
Rails of New England,0,0,1,1,0,0,0,0
Radetzky: Milano 1848,0,0,0,0,0,0,0,0
Hordes: High Command,0,0,0,0,0,0,0,0
Burning Suns,0,0,0,1,0,0,0,0
Liftoff!,0,0,0,1,0,0,0,0
Triplanetary,0,0,1,0,0,0,1,0
Dungeons & Dragons Miniatures Game (Second Edition),1,0,0,0,0,0,0,0
Yin Yang,0,0,0,0,0,0,0,0
Subtext,0,0,0,0,0,0,0,1
Tessen,0,0,0,0,0,0,0,0
Dirtside II,0,0,0,0,0,0,1,0
Valda,0,0,0,0,0,0,0,0
Somme 1918: Bloody Spring,0,0,0,0,0,0,1,0
Spies & Lies: A Stratego Story,0,0,0,0,0,0,0,0
Vintage,0,0,0,1,0,0,0,0
"Bitter End: Attack to Budapest, 1945",0,0,0,0,0,0,1,0
Jolly Roger: The Game of Piracy & Mutiny,0,0,0,0,0,0,0,1
Classic Warlord,0,0,0,0,0,0,1,0
Architectura,0,0,0,0,0,0,0,0
Field Command,0,0,0,0,0,0,1,0
Naval Battles,0,0,0,0,0,0,1,0
Catalyst,0,0,0,0,0,0,0,0
Dragon Valley,0,0,0,1,0,0,0,0
Yamslam,0,0,0,0,0,1,0,0
Pecunia non olet: Geld stinkt nicht,0,0,0,0,0,0,0,0
Wool Rules,0,0,0,0,0,0,0,0
Deckscape: Escape from Alcatraz,0,0,0,0,0,0,0,0
Corsairs,0,0,0,0,0,1,0,0
Master Word,0,0,0,0,0,0,0,0
Epaminondas,0,0,0,0,1,0,0,0
Recicle: Tempos de Crise,0,0,0,1,0,0,0,0
Robin Wood,0,0,0,0,0,0,0,0
Master Fox,0,1,0,0,0,1,0,0
Cauldron,0,0,0,1,0,1,0,0
War of the Buttons,0,0,0,0,0,0,0,0
Spexxx,0,0,0,0,1,1,0,0
Alexander the Great,0,0,0,1,0,0,0,0
Drakon (Second Edition),0,0,1,0,0,1,0,0
Hidden Games Tatort: Der Fall Klein-Borstelheim,0,0,0,0,0,0,0,0
Arena Maximus,0,0,1,0,0,0,0,0
DANY,0,0,0,0,0,0,0,0
Dragon Keepers,0,0,0,0,0,1,0,0
Panzer Battles: 11th Panzer on the Chir River,0,0,0,0,0,0,1,0
Tweeeet,0,0,0,0,0,0,0,0
Big Kini,0,0,0,1,0,0,0,0
Worm Up!,0,1,0,0,0,1,0,0
The Table Is Lava,0,0,0,0,0,0,0,0
Napoleon 1807,0,0,0,0,0,0,1,0
SiXeS,0,0,0,0,0,0,0,0
Austerity,0,0,0,0,0,0,0,0
Tofu Kingdom,0,0,0,0,0,0,0,0
They Come Unseen,0,0,0,0,0,0,1,0
Swinging Jivecat Voodoo Lounge,0,0,0,0,0,0,0,0
Spires,0,0,0,0,0,0,0,0
Naruto Shippuden Deck-Building Game,0,0,0,0,0,0,0,0
Nut Job,0,0,0,0,0,0,0,0
Hube's Pocket,0,0,0,0,0,0,1,0
La Bataille d'Orthez,0,0,0,0,0,0,1,0
Romans Go Home!,0,0,0,0,0,1,0,0
Munchkin The Nightmare Before Christmas,0,0,0,0,0,0,0,0
Iron Tide: Panzers in the Ardennes,0,0,0,0,0,0,1,0
Kremlin (Third Edition),0,0,0,0,0,0,0,0
"April's Harvest: The Battle of Shiloh, April 6 & 7, 1862",0,0,0,0,0,0,1,0
"Cannes: Stars, Scripts and Screens",0,0,0,1,0,0,0,0
Career Poker,0,0,0,0,0,0,0,0
"Kasserine: Rommel's Battle for Tunisia, 1943",0,0,0,0,0,0,1,0
Sator Arepo Tenet Opera Rotas: Malleus Maleficarum,0,0,0,0,0,0,0,0
Deutschland: Finden Sie Minden,0,0,1,0,0,1,0,0
Scout!,0,0,0,0,0,0,0,0
Off the Rails,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,1,0,0
Trainmaker,0,0,0,0,0,0,0,0
Birds of Prey: Air Combat in the Jet Age,0,0,0,0,0,0,1,0
Rune,0,0,0,0,1,0,0,0
Stratego: Lord of the Rings Trilogy Edition,0,0,0,1,0,1,0,0
MERCS: Recon - Counter Threat,0,0,0,0,0,0,0,0
Battle Beyond Space,0,0,1,0,0,0,1,0
Gold am Orinoko,0,1,0,0,0,0,0,0
"The Last Success: Quadrigame of the War Against Austria, April - July 1809",0,0,0,0,0,0,1,0
Why Did the Chicken...?,0,0,0,0,0,0,0,1
Chez Goth,0,0,1,0,0,0,0,1
Shy Monsters,0,0,0,0,0,0,0,0
Choose Your Own Adventure: War with the Evil Power Master,0,0,0,0,0,0,0,0
Small Samurai Empires,0,0,0,0,0,0,0,0
Wisdom of Solomon,0,0,0,0,0,0,0,0
Uruk II: Die Entwicklung geht weiter,0,0,0,0,0,0,0,0
Equinox,0,0,0,0,1,0,0,0
Sultans of Karaya,0,0,0,0,0,1,0,1
"White Death: Velikiye Luki, The Stalingrad of the North",0,0,0,0,0,0,1,0
Grifters: Nexus,0,0,0,0,0,0,0,0
The Sheep Race,0,0,0,0,0,0,0,0
Smolensk: Barbarossa Derailed,0,0,0,0,0,0,1,0
Oshi,0,0,0,0,1,0,0,0
Mesozooic,0,0,0,0,0,0,0,0
"WestFront: The War in Europe, 1943-45",0,0,0,0,0,0,1,0
AttrAction,0,0,0,0,0,0,0,0
Pocket Invaders,0,0,0,0,1,0,0,0
Drive on Paris,0,0,0,0,0,0,1,0
Poule Poule,0,0,0,0,0,0,0,0
The Convicted,0,0,0,1,0,0,0,0
Field of Glory: Ancient and Medieval Wargaming Rules,0,0,0,0,0,0,1,0
18NY,0,0,0,0,0,0,0,0
Poetry for Neanderthals,0,0,0,0,0,0,0,0
Flash Duel: Revised Second Edition,0,0,0,0,0,0,0,0
Foodfighters,0,0,0,0,0,0,0,0
Four Tribes,0,0,0,0,0,0,0,0
Phantom Fury,0,0,0,0,0,0,1,0
GOITA,0,0,0,0,0,0,0,0
Tarantel Tango,0,0,0,0,0,0,0,1
Kardinal & König: Das Kartenspiel,0,0,0,0,0,0,0,0
Minotaur Lords,0,0,0,1,0,0,0,0
Justice League: Hero Dice - Superman,0,0,0,0,0,0,0,0
Landships! Tactical Weapons Innovations 1914-1918,0,0,0,0,0,0,1,0
Gumshoe,0,0,0,0,0,0,0,0
Konja,0,0,0,0,0,0,0,0
Magnum Opus,0,0,0,0,0,0,0,0
Funkoverse Strategy Game: Rick & Morty 100,0,0,0,0,0,0,0,0
No Retreat!: Polish & French Fronts,0,0,0,0,0,0,1,0
Star Cartel,0,0,0,0,0,0,0,0
Gentlemen Thieves,0,0,0,0,0,0,0,0
Justice League: Hero Dice - Batman,0,0,0,0,0,0,0,0
Deckscape: The Curse of the Sphinx,0,0,0,0,0,0,0,0
Pala,0,0,0,0,0,0,0,0
We Didn't Playtest This Either,0,0,0,0,0,0,0,1
The Emperor Returns,0,0,0,0,0,0,1,0
Zombies!!!,0,0,1,0,0,0,0,0
The Eye of Judgment,1,0,0,0,0,0,0,0
1822CA,0,0,0,0,0,0,0,0
Kharkov: The Soviet Spring Offensive,0,0,0,0,0,0,1,0
DruidenWalzer,0,0,0,1,1,0,0,0
Mountaineers,0,0,0,0,0,0,0,0
Z War One: Damnation,0,0,0,0,0,0,0,0
Cypher,0,0,0,0,0,1,0,0
Cat Box,0,0,0,0,0,0,0,0
Dadaocheng,0,0,0,0,0,0,0,0
Berserk: War of the Realms,1,0,0,1,0,0,0,0
Sheepshead,0,0,0,0,0,0,0,0
Blitz Bowl: Season 2,0,0,0,0,0,0,0,0
Age of Dirt: A Game of Uncivilization,0,0,0,0,0,0,0,0
Abaddon,0,0,1,0,0,0,1,0
Wings of Glory: WW2 Rules and Accessories Pack,0,0,0,0,0,0,1,0
TA‐KE,0,0,0,0,0,0,0,0
Anachronism,1,0,0,0,0,0,0,0
Bandida,0,0,0,0,0,0,0,0
City Council,0,0,0,1,0,0,0,0
Proteus,0,0,0,0,1,0,0,0
Sherlock: Entre tumbas,0,0,0,0,0,0,0,0
Golden Horn: Von Venedig nach Konstantinopel,0,0,0,0,0,1,0,0
Anima: Beyond Good and Evil,0,0,1,0,0,0,0,0
South African Railroads,0,0,0,0,0,0,0,0
Beasty Bar 3: Born to Be Wild,0,0,0,0,0,0,0,0
Mega Man Pixel Tactics: Proto Man Red,0,0,0,0,0,0,0,0
Gekido: Bot Battles,0,0,0,0,0,0,0,0
Get Lucky,0,0,0,0,0,0,0,0
Save Doctor Lucky,0,0,1,0,0,1,0,0
Dragons,0,0,0,0,0,0,0,0
Kitara,0,0,0,0,0,1,0,0
Railroad Barons,0,0,0,1,0,0,0,0
Unlock!: Escape Adventures - In Pursuit of Cabrakan,0,0,0,0,0,0,0,0
Scream Machine,0,0,0,0,0,0,0,0
Caçadores da Galáxia,0,0,0,1,0,0,0,0
Kauchuk,0,0,0,0,0,0,0,0
The Football Game,0,0,0,0,0,0,0,0
Scarabeo,0,0,0,0,0,0,0,0
Dungeon Heroes,0,0,1,0,0,1,0,0
Planet of the Apes,0,0,0,0,0,0,0,0
Islands in the Mist,0,0,0,0,0,0,0,0
Spinball,0,0,0,0,0,1,0,0
Helvetia Cup,0,0,0,0,0,0,0,0
The Captain Is Dead: Lockdown,0,0,0,0,0,0,0,0
Tales & Games: The Grasshopper & the Ant,0,0,0,0,0,1,0,0
Chess 960,0,0,0,0,1,0,0,0
Sutter's Mill,0,0,0,1,0,0,0,0
No Better Place to Die: The Battle of Murfreesboro,0,0,0,0,0,0,1,0
Secret Unknown Stuff: Escape from Dulce,0,0,0,0,0,0,0,0
Vanguard of War,0,0,0,0,0,0,0,0
Anno Domini 1666,0,0,0,0,0,0,0,0
Bangkok Klongs,0,0,0,0,0,1,0,0
DC Spyfall,0,0,0,0,0,0,0,0
Scoundrel Society,0,0,0,0,0,0,0,0
Cranium Scribblish,0,0,0,0,0,0,0,1
Fantastic Beasts: Perilous Pursuit,0,0,0,0,0,0,0,0
Legends of the Old West,0,0,0,0,0,0,0,0
Ramparts,0,0,0,0,1,0,0,0
1500 m,0,0,0,0,0,0,0,0
Witchcraft,0,0,0,0,0,0,0,0
Limits,0,0,0,0,0,1,0,0
Jurassic Parts,0,0,0,0,0,0,0,0
The Best of Chronology,0,0,0,0,0,0,0,1
Microworld,0,0,0,0,0,0,0,0
Black Hills,0,0,0,0,0,0,0,0
Typhoon!,0,0,0,0,0,0,1,0
Blossoms,0,0,0,0,0,1,0,0
Bronze,0,0,0,0,0,0,0,0
Go-Moku,0,0,0,0,1,0,0,0
Orléans Stories,0,0,0,0,0,0,0,0
The First World War,0,0,0,0,0,0,1,0
EXIT: Das Spiel - Adventskalender,0,0,0,0,0,0,0,0
Meteor,0,0,0,0,0,1,0,0
Singapore,0,0,0,1,0,0,0,0
Crown of Roses,0,0,0,0,0,0,1,0
Advanced Space Crusade,0,0,1,0,0,0,0,0
Morisi,0,0,0,1,1,0,0,0
Mighty Empires,0,0,0,0,0,0,1,0
Robot Master,0,0,0,0,0,1,0,0
"Blue Cross, White Ensign",0,0,0,0,0,0,1,0
Martian Chess,0,0,0,0,1,0,0,0
Shadows over the Empire,0,0,0,1,0,0,0,0
City and Guilds,0,0,0,1,0,0,0,0
Race to the Treasure!,0,1,0,0,0,0,0,0
Balkan Front,0,0,0,0,0,0,1,0
Visionary,0,0,0,0,0,0,0,0
By Stealth and Sea,0,0,0,0,0,0,1,0
Dilbert: Corporate Shuffle,0,0,0,0,0,1,0,1
Totemo,0,0,0,0,1,1,0,0
Ilium,0,0,0,1,0,1,0,0
DragonFlame,0,0,0,0,0,0,0,0
Ausgerechnet Buxtehude,0,0,0,0,0,0,0,0
Hoax (Second Edition),0,0,0,0,0,0,0,1
Trans Europa & Trans Amerika,0,0,0,0,0,0,0,0
Batman: The Animated Series Dice Game,0,0,0,0,0,0,0,0
Rack-O,0,0,0,0,0,1,0,0
Middle-Earth Strategy Battle Game: Rules Manual,0,0,0,0,0,0,0,0
Alba Longa,0,0,0,1,0,0,0,0
Warzone,0,0,0,0,0,0,1,0
International Checkers,0,0,0,0,1,0,0,0
18GL,0,0,0,1,0,0,0,0
Eat Me If You Can!,0,0,0,0,0,1,0,1
Battle of the Bards,0,0,0,0,0,0,0,0
Cahoots,0,0,0,0,0,0,0,0
Snit's Revenge!,0,0,1,0,0,1,0,0
The Seven Days of 1809: Napoleon and the Archduke Charles,0,0,0,0,0,0,1,0
The Sword and the Flame,0,0,0,0,0,0,1,0
Immortals,0,0,0,0,0,0,0,0
Alienation,0,0,0,0,0,0,0,0
Push a Monster,0,1,0,0,0,0,0,0
Entrapment,0,0,0,0,1,0,0,0
Cat Blues,0,0,0,0,0,1,0,0
Discovery: The Era of Voyage,0,0,0,0,0,0,0,0
Diáspora,0,0,0,0,0,0,0,0
In Vino Morte,0,0,0,0,0,0,0,0
RONE,0,0,0,1,0,0,0,0
Scott Pilgrim's Precious Little Card Game,0,0,0,0,0,0,0,0
21 Mutinies: Arrr! Edition,0,0,0,0,0,1,0,0
Continental Express,0,0,0,0,0,1,0,0
Privacy,0,0,0,0,0,0,0,0
Wonky,0,0,0,0,0,0,0,0
Cape Horn,0,0,0,0,0,1,0,0
Epic Dungeoneer: Call of the Lich Lord,0,0,1,0,0,0,0,0
Los Mampfos,0,1,0,0,0,1,0,0
Rage,1,0,0,0,0,0,0,0
Ploy,0,0,0,0,1,0,0,0
Grasse,0,0,0,0,0,0,0,0
Mare Balticum,0,0,0,0,0,1,0,0
Herrlof,0,0,0,0,0,0,0,0
Monster Trick,0,0,0,0,0,0,0,0
Unstable Unicorns: Chaos,0,0,0,0,0,0,0,0
tummple!,0,0,0,0,0,0,0,0
Simply Cosmic,0,0,0,0,0,0,0,0
Anno 1701: Das Kartenspiel,0,0,0,1,0,0,0,0
Catan Dice Game,0,0,0,0,0,1,0,0
Snow Time,0,0,0,0,0,0,0,0
War Without Mercy,0,0,0,0,0,0,1,0
Akaba,0,1,0,0,0,0,0,0
Warhammer Ancient Battles,0,0,1,0,0,0,1,0
Mondrian: The Dice Game,0,0,0,0,0,0,0,0
Dead Man's Hand,0,0,0,0,0,0,0,0
Risk: Metal Gear Solid,0,0,1,0,0,0,1,0
Treasure Lair,0,0,0,0,0,0,0,0
Alexander the Great,0,0,0,0,0,0,1,0
Mr Lister's Quiz Shootout,0,0,0,0,0,0,0,1
Hold the Line: The American Revolution,0,0,0,0,0,0,1,0
Replay Baseball,0,0,0,0,0,0,0,0
Arena Rex,0,0,0,0,0,0,0,0
Behind the Throne,0,0,0,0,0,0,0,0
Upwords,0,0,0,0,0,1,0,0
City Square Off,0,0,0,0,0,0,0,0
Slither,0,0,0,0,1,0,0,0
Activity,0,0,0,0,0,0,0,1
Exit: The Game - The Gate Between Worlds,0,0,0,0,0,0,0,0
One Night Ultimate Super Villains,0,0,0,0,0,0,0,0
Bloom,0,0,0,1,0,1,0,0
Krosmaster: Arena - Duel Pack 1,0,0,0,0,0,0,0,0
Rory's Story Cubes: Intergalactic,0,0,0,0,0,0,0,0
Beta Colony,0,0,0,0,0,0,0,0
Mega Man Pixel Tactics: Bass Orange Edition,0,0,0,0,0,0,0,0
Barcelona: The Rose of Fire,0,0,0,0,0,0,0,0
Minos,0,0,0,1,0,0,0,0
"Panzer: A Tactical Game of Armored Combat on the Eastern Front, 1941-1945",0,0,0,0,0,0,1,0
Ab in den Pool!,0,0,0,0,0,1,0,0
Cardline: Dinosaurs,0,0,0,0,0,1,0,0
Prussia's Glory II: Four Battles of the Seven Years War,0,0,0,0,0,0,1,0
Funfair,0,0,0,0,0,0,0,0
Siesta,0,0,0,0,1,0,0,0
The Silver River,0,0,0,0,0,0,0,0
We Didn't Playtest This: Legacies,0,0,0,0,0,0,0,0
True Colors,0,0,0,0,0,0,0,1
Snatch,0,0,0,0,0,0,0,0
Ultimate Mastermind,0,0,0,0,1,0,0,0
Time Chase,0,0,0,0,0,0,0,0
Glory: A Game of Knights,0,0,0,1,0,0,0,0
Medieval,0,0,0,1,0,0,1,0
"PanzerArmee Afrika: Rommel in the Desert, April 1941 - November 1942",0,0,0,0,0,0,1,0
Truco,0,0,0,0,1,0,0,0
Hockey Blast Pro Hockey Game,0,0,0,0,0,0,0,0
Harry Potter: House Cup Competition,0,0,0,0,0,0,0,0
Heroes,0,0,0,0,0,0,0,0
Nocturion,0,0,0,0,0,0,0,0
Two by Two,0,0,0,0,0,1,0,0
Muscat,0,0,0,1,0,0,0,0
HEXplore It: The Sands of Shurax,0,0,0,0,0,0,0,0
Down in Flames: Locked-On,0,0,0,0,0,0,1,0
Karelia '44: The Last Campaign of the Continuation War,0,0,0,0,0,0,1,0
Lost Legacy: Hyakunen Senso to Ryu no Miko,0,0,0,0,0,0,0,0
Word on the Street Junior,0,1,0,0,0,0,0,0
Mafia City,0,0,0,1,0,0,0,0
October War: Doctrine and Tactics in the Yom Kippur Conflict,0,0,0,0,0,0,1,0
The Lord of the Rings: Combat Hex Tradeable Miniatures Game,1,0,0,0,0,0,0,0
John Prados' Third Reich,0,0,0,0,0,0,1,0
Merchants & Marauders: Broadsides,0,0,0,0,0,0,0,0
Jeju Island,0,0,0,0,0,0,0,0
Perfect Alibi,0,0,0,0,0,0,0,0
Kalimambo,0,0,0,0,0,1,0,0
The Jaws of Victory: Battle of Korsun-Cherkassy Pocket - January/February 1944,0,0,0,0,0,0,1,0
Heroes of the World,0,0,0,1,0,0,0,0
Sicily: The Race for Messina,0,0,0,0,0,0,1,0
Le Passe-Trappe Grande,0,0,0,0,0,0,0,0
La Grande Guerre 14-18,0,0,0,0,0,0,1,0
Ancient Battles Deluxe: From Guts to Gunpowder,0,0,0,0,0,0,1,0
Fiasco,0,0,0,0,0,0,0,0
Columba,0,0,0,0,0,0,0,0
Guess Club,0,0,0,0,0,0,0,0
Strada Romana,0,0,0,1,0,0,0,0
Zauberschwert & Drachenei,0,0,0,1,0,0,0,0
Cityscape,0,0,0,0,1,0,0,0
After The Empire,0,0,0,0,0,0,0,0
Battlecars,0,0,1,0,0,0,1,0
Cranium Whoonu,0,0,0,0,0,1,0,1
Monster Match,0,0,0,0,0,0,0,0
Pillars of Eternity: Lords of the Eastern Reach,0,0,0,0,0,0,0,0
IUNU,0,0,0,0,0,0,0,0
Porto Carthago,0,0,0,0,0,0,0,0
Shadow Throne,0,0,0,0,0,0,0,0
Tales of Evil,0,0,0,0,0,0,0,0
Jarnac,0,0,0,0,0,0,0,0
Holdfast: EastFront 1941-45,0,0,0,0,0,0,1,0
Imaginarium,0,0,0,0,0,0,0,1
Casino,0,0,0,0,1,1,0,0
Tavern Masters,0,0,0,0,0,0,0,0
Spectral Rails,0,0,0,0,0,0,0,0
Capital Lux 2: Generations,0,0,0,0,0,0,0,0
West of Africa,0,0,0,0,0,0,0,0
KINMO,0,0,0,0,0,1,0,0
Jungle Speed Safari,0,0,0,0,0,0,0,0
Mage Tower: A Tower Defense Card Game,0,0,0,0,0,0,0,0
Hold the Line:  Frederick's War,0,0,0,0,0,0,1,0
